id,category,matched_actions,scene_id,persona_id,query
N583,电池+位置,跳转到电池设置页面,low_battery_safety_contact,car_commuter,想要一个外出安全小组件，返程前想看看电量和当前位置，把当前电量、充电状态和电池入口放在一起，再让我一眼看到当前所在地点，把最重要的放前面。
N584,日历+闹钟,查询日程；跳转日程；跳转闹钟,schedule_wakeup_check,teacher_trainer,怕睡过头耽误早上的事情。想要一个早起安排小组件，把明天的安排和提醒时间带上，同时把起床提醒和闹钟入口放在一起，我想少点几下。
N585,运动健康+音乐,跳转锻炼时长页；跳转到每日30首和收藏页面,sport_music_control,freelance_home_worker,准备去力量训练，想顺手放点常听的歌，帮我做个运动音乐卡片，显示步数、运动时间和消耗情况，另外把常听歌单放上去，少翻几层页面，临时要用时别绕太多层。
N586,电话+位置,拨打电话,low_battery_safety_contact,forgetful_living_senior,请帮我做个安全联系卡片，晚上回去得晚，想先报个平安，把出发位置和当前位置放在一起，另外紧急时能一键打给家里人，操作尽量直接一点。
N587,备忘录+相机,跳转到备忘录；跳转到相机界面,photo_trip_check,co_renting_young_adult,今天拍摄环节多，想少切几个应用，帮我做个拍摄清单卡片吧，把出门前要带的东西列出来，也能打开备忘录，同时到地方后能快速打开相机，赶时间时也方便用。
N588,运动健康+音乐,跳转锻炼时长页；跳转到每日30首和收藏页面,sport_music_control,freelance_home_worker,想要一个训练听歌小组件，开始运动前想先确认状态，先看看今天的训练记录，再决定下一步，同时点一下打开每日推荐或收藏歌单，操作尽量直接一点。
N589,电池+位置,跳转到电池设置页面,low_battery_safety_contact,frequent_business_traveler,手机快没电了，我还在外面，想要一个低电量位置卡片，把当前电量、充电状态和电池入口放在一起，另外把出发位置和当前位置放在一起，操作尽量直接一点。
N590,日历+天气,查询日程；跳转日程；查询天气状况,schedule_weather_prep,freelance_creator,帮我做个日程天气卡片，明早有个不能迟到的安排，把会议名称、开始时间和日程入口放在一起，再把当前天气和空气情况放上去，操作尽量直接一点。
N591,闹钟+系统设置,跳转闹钟；模式切换（免打扰、睡眠、学习）,bedtime_tomorrow_plan,gen_z_student,最近总是睡前忘记切模式。帮我做个睡前设置卡片吧，点一下就能打开明早的闹钟，同时把睡眠模式入口放上去，操作尽量直接一点。
N592,音乐+系统设置,跳转到每日30首和收藏页面,headset_music_shortcut,mobile_gamer,通勤路上刚戴上耳机。给我来个耳机音乐卡片，让我一眼确认蓝牙耳机是否已连接，另外留一个常听歌单入口，戴上耳机就能打开，临时要用时别绕太多层。
N593,备忘录+运动健康,跳转到备忘录；跳转锻炼时长页,memo_sport_execution,young_chronic_medication_user,最近想按计划把运动坚持下来。给我做个锻炼清单卡片，显示备忘内容和最近提醒，方便继续处理，再显示步数、运动时间和消耗情况，我想少点几下。
N594,音乐+系统设置,模式切换（免打扰、睡眠、学习）；跳转到每日30首和收藏页面,music_focus_sleep,mobile_gamer,帮我做个助眠小组件吧，午休前想听点轻松的，把晚间模式入口放在顺手的位置，再保留一个睡前歌单入口，我想少点几下。
N595,电话+导航,跳转去导航；拨打电话,arrival_contact_navigation,novice_driver,快到出发时间，还需要联系对方。想要一个出发联络小组件，留一个明显的公司导航入口，同时点一下就能联系对方，不用再翻通讯录，别让我来回切应用。
N596,闹钟+运动健康,跳转睡眠页；跳转闹钟,sleep_alarm_adjust,retired_senior,我想要一个作息调整小组件，昨晚睡得有点晚，明早还得早起，显示昨晚睡了多久，点一下能看睡眠详情，同时让我顺手核对起床闹钟，别让我来回切应用。
N597,日历+相机,查询日程；跳转日程；跳转到相机界面,spot_shooting_return,college_exam_student,周末晚上六点半有一场探店拍摄。给我来个摄影安排卡片，让我看清今天还有什么安排，也能打开日程，再留一个相机入口，到点就能开始拍，别让我来回切应用。
N598,运动健康+音乐,跳转锻炼时长页；跳转到每日30首和收藏页面,sport_music_control,freelance_home_worker,今天训练想配个熟悉的歌单，想要一个运动音乐卡片，显示今天的活动进度，点一下查看锻炼详情，再保留一个音乐入口，随手就能打开，最好一眼就能看明白。
N599,日历+电话,查询日程；跳转日程；拨打电话,schedule_quick_contact,office_worker,给我做个会议联络小组件，项目同步会快开始了，还没和对方确认，让我一眼看到会议标题和时间，点一下查看详情，另外让我从卡片直接拨打联系人电话，操作尽量直接一点。
N600,天气+相机,查询天气状况；跳转到相机界面,weather_photo_prep,urban_fashion_woman,准备出门取景，怕天气突然变。给我来个外拍天气卡片，告诉我出门时是什么天气，有预警就提醒，同时点一下就能开相机，别让我现场再找，临时要用时别绕太多层。
N601,备忘录+相机,跳转到备忘录；跳转到相机界面,photo_trip_check,co_renting_young_adult,给我来个拍摄清单卡片，今天拍摄环节多，想少切几个应用，先告诉我清单还缺什么，点一下看详情，同时准备好后点一下直接开相机，最好一眼就能看明白。
N602,闹钟+系统设置,跳转闹钟；模式切换（免打扰、睡眠、学习）,bedtime_tomorrow_plan,gen_z_student,帮我做个闹钟模式小组件吧，明天要早起，想把睡前设置一次弄好，显示最近的起床提醒，并能打开闹钟，另外准备休息时能直接切到睡眠模式。
N603,闹钟+运动健康,跳转睡眠页；跳转闹钟,sleep_alarm_adjust,young_chronic_medication_user,想要一个睡眠闹钟卡片，明天有早安排，想先核对睡眠和闹钟，把昨晚的睡眠结果和详情入口放在一起，另外把起床提醒和闹钟入口放在一起，操作尽量直接一点。
N604,运动健康+系统设置,跳转锻炼时长页；开启专注免打扰开关；模式切换（免打扰、睡眠、学习）,sport_focus_mode,fitness_runner,今晚训练安排比较紧，帮我做个训练模式小组件，先看看今天的训练记录，再决定下一步，再需要安静时能马上切到免打扰模式，操作尽量直接一点。
N605,相机+位置+导航,跳转到相机界面；跳转去导航,spot_shooting_return,short_trip_errand_user,想要一个外拍返程卡片，在陌生地方做完探店拍摄就准备回家，让我一眼看到当前所在地点，同时让我从卡片直接进入相机，另外显示当前位置后可以马上导航回家，操作尽量直接一点。
N606,电池+位置,跳转到电池设置页面,low_battery_safety_contact,delivery_ride_worker,手机快没电了，我还在外面。弄个低电量位置卡片，把当前电量、充电状态和电池入口放在一起，同时让我一眼看到当前所在地点，临时要用时别绕太多层。
N607,备忘录+运动健康,跳转到备忘录；跳转锻炼时长页,memo_sport_execution,young_chronic_medication_user,想要一个训练执行卡片，最近想按计划把运动坚持下来，让我看清剩下的待办，需要时能进备忘录，再把本次运动时长和热量放在一起，把最重要的放前面。
N608,日历+天气,查询日程；跳转日程；查询天气状况,schedule_weather_prep,field_sales_worker,下午要赶去客户那边。帮我做个出门安排小组件，显示下一场会议和开始时间，需要时能打开日程，另外把当前天气和空气情况放上去，信息简单点就行。
N609,运动健康+音乐,跳转锻炼时长页；跳转到每日30首和收藏页面,sport_music_control,freelance_home_worker,健身时不想来回切应用。帮我做个训练听歌小组件，让我快速看运动数据和完成情况，同时点一下打开每日推荐或收藏歌单，临时要用时别绕太多层。
N610,运动健康+音乐,跳转锻炼时长页；跳转到每日30首和收藏页面,sport_music_control,freelance_home_worker,开始运动前想先确认状态，帮我做个训练听歌小组件，让我快速看运动数据和完成情况，另外点一下打开每日推荐或收藏歌单，临时要用时别绕太多层。
N611,运动健康+音乐,跳转锻炼时长页；跳转到每日30首和收藏页面,sport_music_control,coffee_regular,想整一个训练听歌小组件，准备去夜跑，想顺手放点常听的歌，把运动时长和当前状态放上去，再留一个常听歌单入口，戴上耳机就能打开。
N612,电话+电池,跳转到电池设置页面；拨打电话,low_battery_safety_contact,frequent_business_traveler,给我做个低电量联络卡片，晚上独自在外，手机续航有点悬，先看看手机还剩多少电，再决定后面的安排，同时让我能从卡片马上联系家里人，赶时间时也方便用。
N613,运动健康+音乐,跳转锻炼时长页；跳转到每日30首和收藏页面,sport_music_control,coffee_regular,给我来个运动音乐卡片，开始运动前想先确认状态，先看看今天的训练记录，再决定下一步，同时留一个常听歌单入口，戴上耳机就能打开，把最重要的放前面。
N614,日历+运动健康,查询日程；跳转日程；跳转锻炼时长页,schedule_sport_readiness,internet_overtime_worker,想要一个训练日程小组件，晚上有训练安排，想先看看今天状态，让我先确认行程时间，点一下再看详情，同时让我先确认今天练了多久，也能进入运动记录，把最重要的放前面。
N615,运动健康+音乐,跳转锻炼时长页；跳转到每日30首和收藏页面,sport_music_control,freelance_home_worker,今天训练想配个熟悉的歌单。给我做个锻炼音乐卡片，看看今天的运动状态和锻炼时长，点一下能看详情，再让我从卡片直接进入收藏音乐，信息简单点就行。
N616,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,gen_z_student,明早要早起，今晚想早点休息。想整一个音乐闹钟卡片，把收藏里的轻音乐入口放上去，再把起床提醒和闹钟入口放在一起，别让我来回切应用。
N617,闹钟+系统设置,跳转闹钟；模式切换（免打扰、睡眠、学习）,bedtime_tomorrow_plan,fitness_runner,给我做个睡前设置卡片，晚上不想再被消息吵到，让我看完安排后能直接去看闹钟，另外准备睡觉时少点几步就能安静下来，赶时间时也方便用。
N618,天气+位置,查询天气状况,weather_location_shooting_decision,short_trip_errand_user,到陌生地方后想先看当前位置和天气。帮我做个户外决策小组件，显示我现在的位置，方便确认从哪里出发，同时告诉我出门时是什么天气，有预警就提醒，信息简单点就行。
N619,闹钟+运动健康,跳转睡眠页；跳转闹钟,sleep_alarm_adjust,retired_senior,我想要一个睡眠闹钟卡片，明天有早安排，想先核对睡眠和闹钟，显示昨晚睡了多久，点一下能看睡眠详情，再把明早的闹钟入口放上去，点一下能查看，我想少点几下。
N620,备忘录+电话,跳转到备忘录；拨打电话,memo_call_briefing,new_parent,有件事要联系对方，怕漏掉重点，请帮我做个电话备忘卡片，让我先过一遍记录的重点，也能打开备忘录，另外留一个一键联系入口，方便马上沟通，我想少点几下。
N621,日历+系统设置,查询日程；跳转日程；开启专注免打扰开关；模式切换（免打扰、睡眠、学习）,focus_before_meeting,senior_programmer,来个日程专注卡片，下一场客户会快开始了，显示临近会议的名称和时间，并留一个日程入口，另外把模式切换放在顺手的位置，信息简单点就行。
N622,天气+相机,查询天气状况；跳转到相机界面,weather_photo_prep,urban_fashion_woman,周末约了外拍，帮我做个摄影准备小组件吧，先看看天气是否适合在外面待一阵，再点一下就能开相机，别让我现场再找，最好一眼就能看明白。
N623,天气+电池+相机,跳转到电池设置页面；查询天气状况；跳转到相机界面,extreme_weather_shooting_guard,frequent_business_traveler,准备户外开拍，天气和电量都不太稳。给我做个开拍保障小组件，让我一眼看到电量，必要时能打开电池设置，再把天气现象、体感和预警放在一起，同时让我少点几步就能进入相机。
N624,相机+位置,跳转到相机界面,spot_shooting_return,freelance_creator,在外面看到不错的取景点。给我做个外拍位置卡片，显示我此刻的位置，别让我手动再找，同时到地方后能快速打开相机，操作尽量直接一点。
N625,备忘录+导航,跳转到备忘录；跳转去导航,memo_location_navigation,freelance_creator,想要一个办事返程卡片，外出办完事准备回家，让我核对清单还有什么没准备，另外让我从卡片直接开始返程导航，信息简单点就行。
N626,位置+导航,跳转去导航,current_location_navigation,novice_driver,想要一个返程小组件，晚上结束工作准备回去，把出发位置和当前位置放在一起，再显示当前位置后可以马上导航回家，操作尽量直接一点。
N627,日历+系统设置,查询日程；跳转日程；开启专注免打扰开关；模式切换（免打扰、睡眠、学习）,focus_before_meeting,senior_programmer,准备进会议室，不想再被消息打断，来个会议专注卡片，把接下来的会议时间列出来，也保留日程入口，同时让我少点几步就能开启专注，别让我来回切应用。
N628,电池+导航,跳转到电池设置页面；跳转去导航,low_battery_trip_guard,night_market_vendor,晚上准备回家，担心导航中途没电，做个续航导航小组件，先看看手机还剩多少电，再决定后面的安排，再显示当前位置后可以马上导航回家。
N629,天气+相机,查询天气状况；跳转到相机界面,weather_photo_prep,urban_fashion_woman,准备出门取景，怕天气突然变。给我来个摄影准备小组件，先看看天气是否适合在外面待一阵，同时到地方后能快速打开相机，我想少点几下。
N630,闹钟+运动健康,跳转睡眠页；跳转闹钟,sleep_alarm_adjust,retired_senior,昨晚睡得有点晚，明早还得早起，请帮我做个作息调整小组件，让我快速确认最近睡得怎么样，另外把闹钟入口留出来，方便确认明早时间，别让我来回切应用。
N631,备忘录+闹钟,跳转到备忘录；跳具体的tab页（跳转世界时钟、秒表、计时器）,pet_fed_tracker,new_parent,出门后突然想不起宠物喂过没有，麻烦做个喂食提醒小组件，显示最近一次喂食记录和备注，再点一下能打开计时器查看剩余时间，临时要用时别绕太多层。
N632,电话+导航,跳转去导航；拨打电话,arrival_contact_navigation,novice_driver,赶去公司开会，路上可能会晚，帮我做个到达前联系卡片，需要出发时能直接打开公司路线，再点一下就能联系对方，不用再翻通讯录，别让我来回切应用。
N633,天气+电话,查询天气状况；拨打电话,weather_care_contact,night_market_vendor,天气突然变差，想问问家里情况。来个天气联系卡片，让我先确认天气状况和风险提醒，再把常用联系人和拨号入口放在一起，把最重要的放前面。
N634,电话+导航,跳转去导航；拨打电话,arrival_contact_navigation,car_commuter,帮我做个到达前联系卡片，准备去公司见客户，让我从当前位置马上开始去公司导航，同时保留快速联系按钮，临时有事能及时沟通。
N635,日历+闹钟,查询日程；跳转日程；跳转闹钟,schedule_wakeup_check,teacher_trainer,今天一早有项目同步会。想要一个日程闹钟卡片，显示下一项安排的名称、时间和日程入口，另外让我看完安排后能直接去看闹钟，临时要用时别绕太多层。
N636,电池+位置,跳转到电池设置页面,low_battery_safety_contact,delivery_ride_worker,跑单途中电量偏低，想先确认自己位置。弄个低电量位置卡片，把当前电量、充电状态和电池入口放在一起，再显示我此刻的位置，别让我手动再找，我想少点几下。
N637,天气+电池,查询天气状况；跳转到电池设置页面,weather_battery_protect,field_sales_worker,天气很冷，担心手机掉电快，帮我做个出门状态卡片，告诉我天气是否会影响接下来的安排，同时把当前电量、充电状态和电池入口放在一起，临时要用时别绕太多层。
N638,运动健康+音乐,跳转锻炼时长页；跳转到每日30首和收藏页面,sport_music_control,freelance_home_worker,健身时不想来回切应用。想要一个训练听歌小组件，看看今天的运动状态和锻炼时长，点一下能看详情，再让我运动时能快速进入常听音乐，我想少点几下。
N639,电话+导航,跳转去导航；拨打电话,arrival_contact_navigation,novice_driver,赶去公司开会，路上可能会晚，给我做个导航联系卡片，让我从当前位置马上开始去公司导航，另外让我确认联系人后直接拨过去，最好一眼就能看明白。
N640,音乐+系统设置,模式切换（免打扰、睡眠、学习）；跳转到每日30首和收藏页面,music_focus_sleep,mobile_gamer,午休前想听点轻松的。帮我做个助眠小组件吧，让我从卡片快速进入睡眠模式，另外点一下进入收藏歌单，不用再找音乐，我想少点几下。
N641,日历+运动健康,查询日程；跳转日程；跳转锻炼时长页,schedule_sport_readiness,internet_overtime_worker,周末晚上六点半约了游泳，帮我做个训练日程小组件，把接下来的安排和时间放在一起，点一下能看日程，同时把运动时长和当前状态放上去，我想少点几下。
N642,电话+位置,拨打电话,low_battery_safety_contact,forgetful_living_senior,到陌生地方后需要尽快联系家人。我想要一个安全联系卡片，显示我此刻的位置，别让我手动再找，另外需要帮助时能直接给家人打电话，我想少点几下。
N643,天气+电话,查询天气状况；拨打电话,weather_care_contact,frequent_business_traveler,天气突然变差，想问问家里情况，想要一个天气联系卡片，显示会不会下雨，有恶劣天气就标出来，另外把常用联系人和拨号入口放在一起，我想少点几下。
N644,日历+系统设置,查询日程；跳转日程；开启专注免打扰开关；模式切换（免打扰、睡眠、学习）,focus_before_meeting,senior_programmer,来个会前小组件，准备进会议室，不想再被消息打断，显示下一场会议和开始时间，需要时能打开日程，另外需要安静时能马上切到免打扰模式，把最重要的放前面。
N645,天气+电池,查询天气状况；跳转到电池设置页面,weather_battery_protect,delivery_ride_worker,弄个天气电量卡片，下雨天要长时间用手机，显示最新天气，有预警时别漏掉，先看看手机还剩多少电，再决定后面的安排，最好一眼就能看明白。
N646,电话+导航,跳转去导航；拨打电话,arrival_contact_navigation,car_commuter,去公司前想把路线和联系人放一起。想要一个到达前联系卡片，点一下直接进入去公司的导航，再留一个一键联系入口，方便马上沟通，赶时间时也方便用。
N647,天气+备忘录,跳转到备忘录；查询天气状况,trip_luggage_weather,newlywed_household_manager,准备短途出行，怕漏带东西，帮我做个行李天气小组件，显示备忘里的重点项目和未完成项，同时看看当地天气、体感温度和会不会下雨，操作尽量直接一点。
N648,电话+电池,跳转到电池设置页面；拨打电话,low_battery_safety_contact,car_commuter,帮我做个电量电话卡片，手机电量不多了，还在外面，显示剩余电量和充电状态，点一下能看电池详情，另外让我能从卡片马上联系家里人，最好一眼就能看明白。
N649,相机+导航,跳转到相机界面；跳转去导航,spot_shooting_return,short_trip_errand_user,准备在外面拍一会儿，结束后直接回去。给我做个开拍回家卡片，让我少点几步就能进入相机，再从当前位置直接导航回家。
N650,电话+位置,拨打电话,low_battery_safety_contact,forgetful_living_senior,到陌生地方后需要尽快联系家人。我想要一个位置联络卡片，显示我现在的位置，方便确认从哪里出发，同时把常用联系人和拨号入口放在一起。
N651,电话+导航,跳转去导航；拨打电话,arrival_contact_navigation,novice_driver,想要一个出发联络小组件，赶去公司开会，路上可能会晚，把当前位置到公司的路线入口放在一起，再留一个一键联系入口，方便马上沟通，最好一眼就能看明白。
N652,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,coffee_regular,明早要早起，今晚想早点休息，给我来个晚安小组件，保留一个睡前歌单入口，同时点一下就能打开明早的闹钟，临时要用时别绕太多层。
N653,电池+相机,跳转到电池设置页面；跳转到相机界面,shooting_battery_check,college_exam_student,出门拍摄前发现电量一般，帮我做个相机电量小组件吧，先看看手机还剩多少电，再决定后面的安排，再把相机入口放上去，适合时马上开拍，最好一眼就能看明白。
N654,电话+位置,拨打电话,low_battery_safety_contact,forgetful_living_senior,临时换了位置，准备和家里说一声，麻烦做个安全联系卡片，把当前位置作为后续安排的参考，同时紧急时能一键打给家里人，临时要用时别绕太多层。
N655,运动健康+音乐,跳转锻炼时长页；跳转到每日30首和收藏页面,sport_music_control,fitness_runner,今天训练想配个熟悉的歌单，给我做个训练听歌小组件，把运动时长和当前状态放上去，同时把收藏歌单入口放在最顺手的位置，信息简单点就行。
N656,运动健康+系统设置,跳转锻炼时长页；开启专注免打扰开关；模式切换（免打扰、睡眠、学习）,sport_focus_mode,gen_z_student,今晚训练安排比较紧。想整一个锻炼状态卡片，显示今天的活动进度，点一下查看锻炼详情，再把模式切换放在顺手的位置，临时要用时别绕太多层。
N657,备忘录+电话,跳转到备忘录；拨打电话,memo_call_briefing,new_parent,准备给房东打电话确认事情，麻烦做个沟通准备小组件，显示备忘中的重点，避免临时忘词，另外点一下就能联系对方，不用再翻通讯录，最好一眼就能看明白。
N658,音乐+系统设置,跳转到每日30首和收藏页面,headset_music_shortcut,mobile_gamer,给我来个通勤听歌小组件，通勤路上刚戴上耳机，先看看耳机有没有连接成功，同时把收藏歌单入口放在最顺手的位置，赶时间时也方便用。
N659,备忘录+相机,跳转到备忘录；跳转到相机界面,photo_trip_check,co_renting_young_adult,准备外拍，怕漏带东西。帮我做个器材备忘卡片吧，把备忘中的注意事项放在一起，同时让我从卡片直接进入相机，信息简单点就行。
N660,音乐+系统设置,跳转到每日30首和收藏页面,headset_music_shortcut,internet_overtime_worker,上车后不想再翻手机，想要一个通勤听歌小组件，先告诉我耳机有没有连上，另外保留一个音乐入口，随手就能打开，赶时间时也方便用。
N661,音乐+系统设置,跳转到每日30首和收藏页面,headset_music_shortcut,fitness_runner,耳机刚拿出来，想马上放点音乐，帮我做个耳机音乐卡片，把耳机是否在线放在最显眼的位置，再让我从卡片直接进入收藏音乐。
N662,备忘录+运动健康,跳转到备忘录；跳转锻炼时长页,memo_sport_execution,young_chronic_medication_user,下班后准备完成训练清单。想要一个锻炼清单卡片，让我核对还没完成的事项，也能打开备忘录，先看看今天的训练记录，再决定下一步。
N663,备忘录+运动健康,跳转到备忘录；跳转锻炼时长页,memo_sport_execution,retired_senior,照着备忘去锻炼时总要来回切应用，麻烦做个训练执行卡片，先列出备忘里的重点事项和提醒时间，再把本次运动时长和热量放在一起。
N664,电池+位置,跳转到电池设置页面,low_battery_safety_contact,night_market_vendor,手机快没电了，我还在外面。弄个电量定位卡片，先看看手机还剩多少电，再决定后面的安排，同时把当前位置作为后续安排的参考。
N665,相机+位置,跳转到相机界面,spot_shooting_return,short_trip_errand_user,在外面看到不错的取景点。想要一个位置拍摄卡片，显示我此刻的位置，别让我手动再找，再到地方后能快速打开相机。
N666,电池+相机,跳转到电池设置页面；跳转到相机界面,shooting_battery_check,college_exam_student,想整一个相机电量小组件，马上要开始活动跟拍，把电量状态放在最显眼的位置，也保留详情入口，另外让我少点几步就能进入相机，信息简单点就行。
N667,备忘录+闹钟,跳转到备忘录；跳具体的tab页（跳转世界时钟、秒表、计时器）,pet_fed_tracker,new_parent,晚上回家要核对宠物照护记录。请帮我做个宠物照护卡片，把宠物照护记录和提醒放在一起，另外需要倒计时时能少点几步，操作尽量直接一点。
N668,日历+系统设置,查询日程；跳转日程；开启专注免打扰开关；模式切换（免打扰、睡眠、学习）,focus_before_meeting,senior_programmer,准备进会议室，不想再被消息打断，弄个会前小组件，让我一眼看到会议标题和时间，点一下查看详情，同时需要安静时能马上切到免打扰模式。
N669,备忘录+相机,跳转到备忘录；跳转到相机界面,photo_trip_check,co_renting_young_adult,今天拍摄环节多，想少切几个应用。想整一个拍摄清单卡片，让我核对清单还有什么没准备，另外留一个相机入口，到点就能开始拍，最好一眼就能看明白。
N670,备忘录+闹钟,跳转到备忘录；跳具体的tab页（跳转世界时钟、秒表、计时器）,pet_fed_tracker,young_chronic_medication_user,想要一个宠物记录卡片，准备给猫添粮，又怕重复喂，显示备忘里的喂食情况，别让我重复喂，同时到点前让我能快速进入计时器，临时要用时别绕太多层。
N671,电池+导航,跳转到电池设置页面；跳转去导航,low_battery_trip_guard,delivery_ride_worker,来个回家电量卡片，在外面忙了一天，电量已经偏低，显示剩余电量和充电状态，点一下能看电池详情，再让我从卡片直接开始返程导航，信息简单点就行。
N672,相机+位置,跳转到相机界面,spot_shooting_return,short_trip_errand_user,给我做个外拍位置卡片，在外面看到不错的取景点，显示我现在的位置，方便确认从哪里出发，同时留一个相机入口，到点就能开始拍，最好一眼就能看明白。
N673,电话+位置,拨打电话,low_battery_safety_contact,forgetful_living_senior,一个人在外面，想让家里知道位置，请帮我做个安全联系卡片，让我先确认自己现在在哪儿，再把家人联系方式放上去，点一下就能拨号，临时要用时别绕太多层。
N674,备忘录+运动健康,跳转到备忘录；跳转锻炼时长页,memo_sport_execution,retired_senior,照着备忘去锻炼时总要来回切应用。请帮我做个训练执行卡片，显示备忘里的安排，并保留备忘录入口，另外先看看今天的训练记录，再决定下一步，把最重要的放前面。
N675,电话+位置,拨打电话,low_battery_safety_contact,forgetful_living_senior,请帮我做个位置联络卡片，一个人在外面，想让家里知道位置，把当前位置作为后续安排的参考，再紧急时能一键打给家里人，把最重要的放前面。
N676,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,coffee_regular,加班结束后脑子还停不下来。想整一个音乐闹钟卡片，点一下进入收藏歌单，不用再找音乐，另外把明早的闹钟入口放上去，点一下能查看，操作尽量直接一点。
N677,电池+运动健康,跳转到电池设置页面；跳转锻炼时长页,outdoor_sport_device_guard,college_exam_student,户外训练时间会比较长，帮我做个运动续航卡片吧，告诉我剩余电量，点一下再看电池详情，再看看今天的运动状态和锻炼时长，点一下能看详情。
N678,电池+运动健康,跳转到电池设置页面；跳转锻炼时长页,outdoor_sport_device_guard,college_exam_student,准备开始运动，怕手机中途没电，给我来个训练电量卡片，把电量状态放在最显眼的位置，也保留详情入口，同时把本次运动时长和热量放在一起，我想少点几下。
N679,音乐+系统设置,模式切换（免打扰、睡眠、学习）；跳转到每日30首和收藏页面,music_focus_sleep,gen_z_student,睡前不想继续刷手机。给我来个晚间音乐卡片，保留睡眠模式切换，避免继续被消息打扰，同时点一下进入收藏歌单，不用再找音乐，最好一眼就能看明白。
N680,备忘录+闹钟,跳转到备忘录；跳具体的tab页（跳转世界时钟、秒表、计时器）,pet_fed_tracker,new_parent,晚上回家要核对宠物照护记录。麻烦做个喂食提醒小组件，把宠物照护记录和提醒放在一起，再让我从卡片直接进入计时器，临时要用时别绕太多层。
N681,电池+相机,跳转到电池设置页面；跳转到相机界面,shooting_battery_check,frequent_business_traveler,给我做个相机电量小组件，马上要开始日落拍摄，让我先确认手机还有多少电，也能进入电池设置，再把相机入口放上去，适合时马上开拍，把最重要的放前面。
N682,音乐+系统设置,模式切换（免打扰、睡眠、学习）；跳转到每日30首和收藏页面,music_focus_sleep,mobile_gamer,帮我做个助眠小组件吧，睡前不想继续刷手机，保留睡眠模式切换，避免继续被消息打扰，再留一个舒缓音乐入口，准备休息时直接打开，信息简单点就行。
N683,闹钟+运动健康,跳转睡眠页；跳转闹钟,sleep_alarm_adjust,young_chronic_medication_user,准备睡觉前想看看最近休息情况。想要一个早起睡眠卡片，显示睡眠时长和综合状态，同时把起床提醒和闹钟入口放在一起，把最重要的放前面。
N684,日历+运动健康,查询日程；跳转日程；跳转锻炼时长页,schedule_sport_readiness,internet_overtime_worker,下班后计划运动，不确定今天练得够不够，想要一个运动安排卡片，让我先确认行程时间，点一下再看详情，同时让我先确认今天练了多久，也能进入运动记录，别让我来回切应用。
N685,电池+运动健康,跳转到电池设置页面；跳转锻炼时长页,outdoor_sport_device_guard,college_exam_student,给我来个户外设备小组件，户外训练时间会比较长，告诉我剩余电量，点一下再看电池详情，再显示今天的活动进度，点一下查看锻炼详情，赶时间时也方便用。
N686,电话+导航,跳转去导航；拨打电话,arrival_contact_navigation,novice_driver,给我做个到达前联系卡片，准备去公司见客户，需要出发时能直接打开公司路线，再需要时能直接给对方打电话，操作尽量直接一点。
N687,音乐+系统设置,跳转到每日30首和收藏页面,headset_music_shortcut,fitness_runner,耳机刚拿出来，想马上放点音乐。想要一个耳机音乐卡片，显示耳机连接状态和剩余电量，另外点一下打开每日推荐或收藏歌单，我想少点几下。
N688,备忘录+闹钟,跳转到备忘录；跳具体的tab页（跳转世界时钟、秒表、计时器）,memo_timed_reminder,new_parent,做饭和洗衣要同时盯着。我想要一个备忘计时卡片，让我核对还没完成的事项，也能打开备忘录，再让我从卡片直接进入计时器，最好一眼就能看明白。
N689,日历+导航,查询日程；跳转日程；跳转去导航,schedule_location_navigation,field_sales_worker,帮我做个出发安排卡片，今天一早要去公司参加项目同步会，把当天剩下的安排放上去，方便随时核对，再点一下能直接导航去公司，赶时间时也方便用。
N690,备忘录+运动健康,跳转到备忘录；跳转锻炼时长页,memo_sport_execution,retired_senior,照着备忘去锻炼时总要来回切应用。我想要一个运动待办小组件，把今天要做的事放上去，点一下查看备忘详情，另外显示今天的活动进度，点一下查看锻炼详情，信息简单点就行。
N691,闹钟+运动健康,跳转睡眠页；跳转闹钟,sleep_alarm_adjust,young_chronic_medication_user,最近总觉得没睡够。给我做个早起睡眠卡片，让我快速确认最近睡得怎么样，另外让我快速确认闹钟有没有设好，操作尽量直接一点。
N692,闹钟+音乐,跳转到每日30首和收藏页面；跳转闹钟,sleep_music_alarm,coffee_regular,帮我做个音乐闹钟卡片吧，晚上想听点轻松的早点睡，让我睡前能快速进入常听歌单，再让我快速确认闹钟有没有设好，别让我来回切应用。
N693,相机+位置,跳转到相机界面,spot_shooting_return,freelance_creator,走到陌生街区想随手拍一下。想要一个取景小组件，让我一眼看到当前所在地点，再把相机入口放上去，适合时马上开拍，把最重要的放前面。
N694,日历+系统设置,查询日程；跳转日程；开启专注免打扰开关；模式切换（免打扰、睡眠、学习）,focus_before_meeting,senior_programmer,准备进会议室，不想再被消息打断。来个日程专注卡片，让我一眼看到会议标题和时间，点一下查看详情，另外把模式切换放在顺手的位置，把最重要的放前面。
